CNN inference debug log
----------------------

CONV1_PRE_RELU [t=10495000]: ch=0, y=4, x=15, val=31
CONV1_PRE_RELU [t=10495000]: ch=1, y=4, x=15, val=-1
CONV1_PRE_RELU [t=10495000]: ch=2, y=4, x=15, val=31
CONV1_PRE_RELU [t=10495000]: ch=3, y=4, x=15, val=31
CONV1_PRE_RELU [t=10495000]: ch=4, y=4, x=15, val=-1
CONV1_PRE_RELU [t=10495000]: ch=5, y=4, x=15, val=-1
CONV1 [t=10505000]: ch=0, y=4, x=16, val=15
CONV1 [t=10505000]: ch=1, y=4, x=16, val=31
CONV1 [t=10505000]: ch=2, y=4, x=16, val=15
CONV1 [t=10505000]: ch=3, y=4, x=16, val=0
CONV1 [t=10505000]: ch=4, y=4, x=16, val=47
CONV1 [t=10505000]: ch=5, y=4, x=16, val=31
CONV1_PRE_RELU [t=10505000]: ch=0, y=4, x=16, val=-1
CONV1_PRE_RELU [t=10505000]: ch=1, y=4, x=16, val=15
CONV1_PRE_RELU [t=10505000]: ch=2, y=4, x=16, val=-1
CONV1_PRE_RELU [t=10505000]: ch=3, y=4, x=16, val=-1
CONV1_PRE_RELU [t=10505000]: ch=4, y=4, x=16, val=15
CONV1_PRE_RELU [t=10505000]: ch=5, y=4, x=16, val=15
CONV1 [t=10515000]: ch=0, y=4, x=17, val=31
CONV1 [t=10515000]: ch=1, y=4, x=17, val=0
CONV1 [t=10515000]: ch=2, y=4, x=17, val=31
CONV1 [t=10515000]: ch=3, y=4, x=17, val=31
CONV1 [t=10515000]: ch=4, y=4, x=17, val=0
CONV1 [t=10515000]: ch=5, y=4, x=17, val=0
CONV1_PRE_RELU [t=10515000]: ch=0, y=4, x=17, val=-1
CONV1_PRE_RELU [t=10515000]: ch=1, y=4, x=17, val=-1
CONV1_PRE_RELU [t=10515000]: ch=2, y=4, x=17, val=-1
CONV1_PRE_RELU [t=10515000]: ch=3, y=4, x=17, val=-1
CONV1_PRE_RELU [t=10515000]: ch=4, y=4, x=17, val=-1
CONV1_PRE_RELU [t=10515000]: ch=5, y=4, x=17, val=-1
CONV1 [t=10525000]: ch=0, y=4, x=18, val=0
CONV1 [t=10525000]: ch=1, y=4, x=18, val=15
CONV1 [t=10525000]: ch=2, y=4, x=18, val=0
CONV1 [t=10525000]: ch=3, y=4, x=18, val=0
CONV1 [t=10525000]: ch=4, y=4, x=18, val=15
CONV1 [t=10525000]: ch=5, y=4, x=18, val=15
CONV1_PRE_RELU [t=10525000]: ch=0, y=4, x=18, val=-1
CONV1_PRE_RELU [t=10525000]: ch=1, y=4, x=18, val=-1
CONV1_PRE_RELU [t=10525000]: ch=2, y=4, x=18, val=-1
CONV1_PRE_RELU [t=10525000]: ch=3, y=4, x=18, val=-1
CONV1_PRE_RELU [t=10525000]: ch=4, y=4, x=18, val=-1
CONV1_PRE_RELU [t=10525000]: ch=5, y=4, x=18, val=-1
CONV1 [t=10535000]: ch=0, y=4, x=19, val=0
CONV1 [t=10535000]: ch=1, y=4, x=19, val=0
CONV1 [t=10535000]: ch=2, y=4, x=19, val=0
CONV1 [t=10535000]: ch=3, y=4, x=19, val=0
CONV1 [t=10535000]: ch=4, y=4, x=19, val=0
CONV1 [t=10535000]: ch=5, y=4, x=19, val=0
CONV1_PRE_RELU [t=10535000]: ch=0, y=4, x=19, val=-1
CONV1_PRE_RELU [t=10535000]: ch=1, y=4, x=19, val=-1
CONV1_PRE_RELU [t=10535000]: ch=2, y=4, x=19, val=-1
CONV1_PRE_RELU [t=10535000]: ch=3, y=4, x=19, val=-1
CONV1_PRE_RELU [t=10535000]: ch=4, y=4, x=19, val=-1
CONV1_PRE_RELU [t=10535000]: ch=5, y=4, x=19, val=-1
CONV1 [t=10545000]: ch=0, y=4, x=20, val=0
CONV1 [t=10545000]: ch=1, y=4, x=20, val=0
CONV1 [t=10545000]: ch=2, y=4, x=20, val=0
CONV1 [t=10545000]: ch=3, y=4, x=20, val=0
CONV1 [t=10545000]: ch=4, y=4, x=20, val=0
CONV1 [t=10545000]: ch=5, y=4, x=20, val=0
CONV1_PRE_RELU [t=10545000]: ch=0, y=4, x=20, val=-1
CONV1_PRE_RELU [t=10545000]: ch=1, y=4, x=20, val=-1
CONV1_PRE_RELU [t=10545000]: ch=2, y=4, x=20, val=-1
CONV1_PRE_RELU [t=10545000]: ch=3, y=4, x=20, val=-1
CONV1_PRE_RELU [t=10545000]: ch=4, y=4, x=20, val=-1
CONV1_PRE_RELU [t=10545000]: ch=5, y=4, x=20, val=-1
CONV1 [t=10555000]: ch=0, y=4, x=21, val=0
CONV1 [t=10555000]: ch=1, y=4, x=21, val=0
CONV1 [t=10555000]: ch=2, y=4, x=21, val=0
CONV1 [t=10555000]: ch=3, y=4, x=21, val=0
CONV1 [t=10555000]: ch=4, y=4, x=21, val=0
CONV1 [t=10555000]: ch=5, y=4, x=21, val=0
CONV1_PRE_RELU [t=10555000]: ch=0, y=4, x=21, val=-1
CONV1_PRE_RELU [t=10555000]: ch=1, y=4, x=21, val=-1
CONV1_PRE_RELU [t=10555000]: ch=2, y=4, x=21, val=-1
CONV1_PRE_RELU [t=10555000]: ch=3, y=4, x=21, val=-1
CONV1_PRE_RELU [t=10555000]: ch=4, y=4, x=21, val=-1
CONV1_PRE_RELU [t=10555000]: ch=5, y=4, x=21, val=-1
CONV1 [t=10565000]: ch=0, y=4, x=22, val=0
CONV1 [t=10565000]: ch=1, y=4, x=22, val=0
CONV1 [t=10565000]: ch=2, y=4, x=22, val=0
CONV1 [t=10565000]: ch=3, y=4, x=22, val=0
CONV1 [t=10565000]: ch=4, y=4, x=22, val=0
CONV1 [t=10565000]: ch=5, y=4, x=22, val=0
CONV1_PRE_RELU [t=10565000]: ch=0, y=4, x=22, val=-1
CONV1_PRE_RELU [t=10565000]: ch=1, y=4, x=22, val=-1
CONV1_PRE_RELU [t=10565000]: ch=2, y=4, x=22, val=-1
CONV1_PRE_RELU [t=10565000]: ch=3, y=4, x=22, val=-1
CONV1_PRE_RELU [t=10565000]: ch=4, y=4, x=22, val=-1
CONV1_PRE_RELU [t=10565000]: ch=5, y=4, x=22, val=-1
CONV1 [t=10575000]: ch=0, y=4, x=23, val=0
CONV1 [t=10575000]: ch=1, y=4, x=23, val=0
CONV1 [t=10575000]: ch=2, y=4, x=23, val=0
CONV1 [t=10575000]: ch=3, y=4, x=23, val=0
CONV1 [t=10575000]: ch=4, y=4, x=23, val=0
CONV1 [t=10575000]: ch=5, y=4, x=23, val=0
CONV1_PRE_RELU [t=10575000]: ch=0, y=4, x=23, val=-1
CONV1_PRE_RELU [t=10575000]: ch=1, y=4, x=23, val=-1
CONV1_PRE_RELU [t=10575000]: ch=2, y=4, x=23, val=-1
CONV1_PRE_RELU [t=10575000]: ch=3, y=4, x=23, val=-1
CONV1_PRE_RELU [t=10575000]: ch=4, y=4, x=23, val=-1
CONV1_PRE_RELU [t=10575000]: ch=5, y=4, x=23, val=-1
CONV1 [t=10585000]: ch=0, y=5, x=0, val=0
CONV1 [t=10585000]: ch=1, y=5, x=0, val=0
CONV1 [t=10585000]: ch=2, y=5, x=0, val=0
CONV1 [t=10585000]: ch=3, y=5, x=0, val=0
CONV1 [t=10585000]: ch=4, y=5, x=0, val=0
CONV1 [t=10585000]: ch=5, y=5, x=0, val=0
CONV1_PRE_RELU [t=10585000]: ch=0, y=5, x=0, val=-1
CONV1_PRE_RELU [t=10585000]: ch=1, y=5, x=0, val=-1
CONV1_PRE_RELU [t=10585000]: ch=2, y=5, x=0, val=-1
CONV1_PRE_RELU [t=10585000]: ch=3, y=5, x=0, val=-1
CONV1_PRE_RELU [t=10585000]: ch=4, y=5, x=0, val=-1
CONV1_PRE_RELU [t=10585000]: ch=5, y=5, x=0, val=-1
CONV1 [t=10635000]: ch=0, y=5, x=1, val=0
CONV1 [t=10635000]: ch=1, y=5, x=1, val=0
CONV1 [t=10635000]: ch=2, y=5, x=1, val=0
CONV1 [t=10635000]: ch=3, y=5, x=1, val=0
CONV1 [t=10635000]: ch=4, y=5, x=1, val=0
CONV1 [t=10635000]: ch=5, y=5, x=1, val=0
CONV1_PRE_RELU [t=10635000]: ch=0, y=5, x=1, val=31
CONV1_PRE_RELU [t=10635000]: ch=1, y=5, x=1, val=15
CONV1_PRE_RELU [t=10635000]: ch=2, y=5, x=1, val=15
CONV1_PRE_RELU [t=10635000]: ch=3, y=5, x=1, val=-1
CONV1_PRE_RELU [t=10635000]: ch=4, y=5, x=1, val=15
CONV1_PRE_RELU [t=10635000]: ch=5, y=5, x=1, val=-1
CONV1 [t=10645000]: ch=0, y=5, x=2, val=0
CONV1 [t=10645000]: ch=1, y=5, x=2, val=0
CONV1 [t=10645000]: ch=2, y=5, x=2, val=15
CONV1 [t=10645000]: ch=3, y=5, x=2, val=15
CONV1 [t=10645000]: ch=4, y=5, x=2, val=15
CONV1 [t=10645000]: ch=5, y=5, x=2, val=15
CONV1_PRE_RELU [t=10645000]: ch=0, y=5, x=2, val=31
CONV1_PRE_RELU [t=10645000]: ch=1, y=5, x=2, val=31
CONV1_PRE_RELU [t=10645000]: ch=2, y=5, x=2, val=15
CONV1_PRE_RELU [t=10645000]: ch=3, y=5, x=2, val=31
CONV1_PRE_RELU [t=10645000]: ch=4, y=5, x=2, val=-1
CONV1_PRE_RELU [t=10645000]: ch=5, y=5, x=2, val=15
CONV1 [t=10655000]: ch=0, y=5, x=3, val=31
CONV1 [t=10655000]: ch=1, y=5, x=3, val=15
CONV1 [t=10655000]: ch=2, y=5, x=3, val=15
CONV1 [t=10655000]: ch=3, y=5, x=3, val=0
CONV1 [t=10655000]: ch=4, y=5, x=3, val=15
CONV1 [t=10655000]: ch=5, y=5, x=3, val=0
CONV1_PRE_RELU [t=10655000]: ch=0, y=5, x=3, val=-1
CONV1_PRE_RELU [t=10655000]: ch=1, y=5, x=3, val=47
CONV1_PRE_RELU [t=10655000]: ch=2, y=5, x=3, val=15
CONV1_PRE_RELU [t=10655000]: ch=3, y=5, x=3, val=31
CONV1_PRE_RELU [t=10655000]: ch=4, y=5, x=3, val=47
CONV1_PRE_RELU [t=10655000]: ch=5, y=5, x=3, val=63
POOL1 [t=10655000]: ch=0, y=2, x=0, val=0
POOL1 [t=10655000]: ch=1, y=2, x=0, val=0
POOL1 [t=10655000]: ch=2, y=2, x=0, val=0
POOL1 [t=10655000]: ch=3, y=2, x=0, val=0
POOL1 [t=10655000]: ch=4, y=2, x=0, val=0
POOL1 [t=10655000]: ch=5, y=2, x=0, val=0
CONV1 [t=10665000]: ch=0, y=5, x=4, val=31
CONV1 [t=10665000]: ch=1, y=5, x=4, val=31
CONV1 [t=10665000]: ch=2, y=5, x=4, val=15
CONV1 [t=10665000]: ch=3, y=5, x=4, val=31
CONV1 [t=10665000]: ch=4, y=5, x=4, val=0
CONV1 [t=10665000]: ch=5, y=5, x=4, val=15
CONV1_PRE_RELU [t=10665000]: ch=0, y=5, x=4, val=31
CONV1_PRE_RELU [t=10665000]: ch=1, y=5, x=4, val=15
CONV1_PRE_RELU [t=10665000]: ch=2, y=5, x=4, val=31
CONV1_PRE_RELU [t=10665000]: ch=3, y=5, x=4, val=15
CONV1_PRE_RELU [t=10665000]: ch=4, y=5, x=4, val=31
CONV1_PRE_RELU [t=10665000]: ch=5, y=5, x=4, val=15
CONV1 [t=10675000]: ch=0, y=5, x=5, val=0
CONV1 [t=10675000]: ch=1, y=5, x=5, val=47
CONV1 [t=10675000]: ch=2, y=5, x=5, val=15
CONV1 [t=10675000]: ch=3, y=5, x=5, val=31
CONV1 [t=10675000]: ch=4, y=5, x=5, val=47
CONV1 [t=10675000]: ch=5, y=5, x=5, val=63
CONV1_PRE_RELU [t=10675000]: ch=0, y=5, x=5, val=31
CONV1_PRE_RELU [t=10675000]: ch=1, y=5, x=5, val=-1
CONV1_PRE_RELU [t=10675000]: ch=2, y=5, x=5, val=31
CONV1_PRE_RELU [t=10675000]: ch=3, y=5, x=5, val=31
CONV1_PRE_RELU [t=10675000]: ch=4, y=5, x=5, val=-1
CONV1_PRE_RELU [t=10675000]: ch=5, y=5, x=5, val=-1
POOL1 [t=10675000]: ch=0, y=2, x=1, val=31
POOL1 [t=10675000]: ch=1, y=2, x=1, val=15
POOL1 [t=10675000]: ch=2, y=2, x=1, val=15
POOL1 [t=10675000]: ch=3, y=2, x=1, val=15
POOL1 [t=10675000]: ch=4, y=2, x=1, val=15
POOL1 [t=10675000]: ch=5, y=2, x=1, val=15
CONV1 [t=10685000]: ch=0, y=5, x=6, val=31
CONV1 [t=10685000]: ch=1, y=5, x=6, val=15
CONV1 [t=10685000]: ch=2, y=5, x=6, val=31
CONV1 [t=10685000]: ch=3, y=5, x=6, val=15
CONV1 [t=10685000]: ch=4, y=5, x=6, val=31
CONV1 [t=10685000]: ch=5, y=5, x=6, val=15
CONV1_PRE_RELU [t=10685000]: ch=0, y=5, x=6, val=-1
CONV1_PRE_RELU [t=10685000]: ch=1, y=5, x=6, val=15
CONV1_PRE_RELU [t=10685000]: ch=2, y=5, x=6, val=-1
CONV1_PRE_RELU [t=10685000]: ch=3, y=5, x=6, val=-1
CONV1_PRE_RELU [t=10685000]: ch=4, y=5, x=6, val=15
CONV1_PRE_RELU [t=10685000]: ch=5, y=5, x=6, val=15
CONV1 [t=10695000]: ch=0, y=5, x=7, val=31
CONV1 [t=10695000]: ch=1, y=5, x=7, val=0
CONV1 [t=10695000]: ch=2, y=5, x=7, val=31
CONV1 [t=10695000]: ch=3, y=5, x=7, val=31
CONV1 [t=10695000]: ch=4, y=5, x=7, val=0
CONV1 [t=10695000]: ch=5, y=5, x=7, val=0
CONV1_PRE_RELU [t=10695000]: ch=0, y=5, x=7, val=-1
CONV1_PRE_RELU [t=10695000]: ch=1, y=5, x=7, val=-1
CONV1_PRE_RELU [t=10695000]: ch=2, y=5, x=7, val=-1
CONV1_PRE_RELU [t=10695000]: ch=3, y=5, x=7, val=-1
CONV1_PRE_RELU [t=10695000]: ch=4, y=5, x=7, val=-1
CONV1_PRE_RELU [t=10695000]: ch=5, y=5, x=7, val=-1
POOL1 [t=10695000]: ch=0, y=2, x=2, val=31
POOL1 [t=10695000]: ch=1, y=2, x=2, val=47
POOL1 [t=10695000]: ch=2, y=2, x=2, val=15
POOL1 [t=10695000]: ch=3, y=2, x=2, val=31
POOL1 [t=10695000]: ch=4, y=2, x=2, val=47
POOL1 [t=10695000]: ch=5, y=2, x=2, val=63
CONV1 [t=10705000]: ch=0, y=5, x=8, val=0
CONV1 [t=10705000]: ch=1, y=5, x=8, val=15
CONV1 [t=10705000]: ch=2, y=5, x=8, val=0
CONV1 [t=10705000]: ch=3, y=5, x=8, val=0
CONV1 [t=10705000]: ch=4, y=5, x=8, val=15
CONV1 [t=10705000]: ch=5, y=5, x=8, val=15
CONV1_PRE_RELU [t=10705000]: ch=0, y=5, x=8, val=-1
CONV1_PRE_RELU [t=10705000]: ch=1, y=5, x=8, val=-1
CONV1_PRE_RELU [t=10705000]: ch=2, y=5, x=8, val=-1
CONV1_PRE_RELU [t=10705000]: ch=3, y=5, x=8, val=-1
CONV1_PRE_RELU [t=10705000]: ch=4, y=5, x=8, val=-1
CONV1_PRE_RELU [t=10705000]: ch=5, y=5, x=8, val=-1
CONV1 [t=10715000]: ch=0, y=5, x=9, val=0
CONV1 [t=10715000]: ch=1, y=5, x=9, val=0
CONV1 [t=10715000]: ch=2, y=5, x=9, val=0
CONV1 [t=10715000]: ch=3, y=5, x=9, val=0
CONV1 [t=10715000]: ch=4, y=5, x=9, val=0
CONV1 [t=10715000]: ch=5, y=5, x=9, val=0
CONV1_PRE_RELU [t=10715000]: ch=0, y=5, x=9, val=-1
CONV1_PRE_RELU [t=10715000]: ch=1, y=5, x=9, val=-1
CONV1_PRE_RELU [t=10715000]: ch=2, y=5, x=9, val=-1
CONV1_PRE_RELU [t=10715000]: ch=3, y=5, x=9, val=-1
CONV1_PRE_RELU [t=10715000]: ch=4, y=5, x=9, val=-1
CONV1_PRE_RELU [t=10715000]: ch=5, y=5, x=9, val=-1
POOL1 [t=10715000]: ch=0, y=2, x=3, val=31
POOL1 [t=10715000]: ch=1, y=2, x=3, val=47
POOL1 [t=10715000]: ch=2, y=2, x=3, val=31
POOL1 [t=10715000]: ch=3, y=2, x=3, val=31
POOL1 [t=10715000]: ch=4, y=2, x=3, val=31
POOL1 [t=10715000]: ch=5, y=2, x=3, val=47
CONV1 [t=10725000]: ch=0, y=5, x=10, val=0
CONV1 [t=10725000]: ch=1, y=5, x=10, val=0
CONV1 [t=10725000]: ch=2, y=5, x=10, val=0
CONV1 [t=10725000]: ch=3, y=5, x=10, val=0
CONV1 [t=10725000]: ch=4, y=5, x=10, val=0
CONV1 [t=10725000]: ch=5, y=5, x=10, val=0
CONV1_PRE_RELU [t=10725000]: ch=0, y=5, x=10, val=-1
CONV1_PRE_RELU [t=10725000]: ch=1, y=5, x=10, val=-1
CONV1_PRE_RELU [t=10725000]: ch=2, y=5, x=10, val=-1
CONV1_PRE_RELU [t=10725000]: ch=3, y=5, x=10, val=-1
CONV1_PRE_RELU [t=10725000]: ch=4, y=5, x=10, val=-1
CONV1_PRE_RELU [t=10725000]: ch=5, y=5, x=10, val=-1
CONV1 [t=10735000]: ch=0, y=5, x=11, val=0
CONV1 [t=10735000]: ch=1, y=5, x=11, val=0
CONV1 [t=10735000]: ch=2, y=5, x=11, val=0
CONV1 [t=10735000]: ch=3, y=5, x=11, val=0
CONV1 [t=10735000]: ch=4, y=5, x=11, val=0
CONV1 [t=10735000]: ch=5, y=5, x=11, val=0
CONV1_PRE_RELU [t=10735000]: ch=0, y=5, x=11, val=15
CONV1_PRE_RELU [t=10735000]: ch=1, y=5, x=11, val=15
CONV1_PRE_RELU [t=10735000]: ch=2, y=5, x=11, val=-1
CONV1_PRE_RELU [t=10735000]: ch=3, y=5, x=11, val=-1
CONV1_PRE_RELU [t=10735000]: ch=4, y=5, x=11, val=-1
CONV1_PRE_RELU [t=10735000]: ch=5, y=5, x=11, val=-1
POOL1 [t=10735000]: ch=0, y=2, x=4, val=15
POOL1 [t=10735000]: ch=1, y=2, x=4, val=15
POOL1 [t=10735000]: ch=2, y=2, x=4, val=15
POOL1 [t=10735000]: ch=3, y=2, x=4, val=15
POOL1 [t=10735000]: ch=4, y=2, x=4, val=15
POOL1 [t=10735000]: ch=5, y=2, x=4, val=15
CONV1 [t=10745000]: ch=0, y=5, x=12, val=0
CONV1 [t=10745000]: ch=1, y=5, x=12, val=0
CONV1 [t=10745000]: ch=2, y=5, x=12, val=0
CONV1 [t=10745000]: ch=3, y=5, x=12, val=0
CONV1 [t=10745000]: ch=4, y=5, x=12, val=0
CONV1 [t=10745000]: ch=5, y=5, x=12, val=0
CONV1_PRE_RELU [t=10745000]: ch=0, y=5, x=12, val=15
CONV1_PRE_RELU [t=10745000]: ch=1, y=5, x=12, val=31
CONV1_PRE_RELU [t=10745000]: ch=2, y=5, x=12, val=-1
CONV1_PRE_RELU [t=10745000]: ch=3, y=5, x=12, val=15
CONV1_PRE_RELU [t=10745000]: ch=4, y=5, x=12, val=-1
CONV1_PRE_RELU [t=10745000]: ch=5, y=5, x=12, val=15
CONV1 [t=10755000]: ch=0, y=5, x=13, val=15
CONV1 [t=10755000]: ch=1, y=5, x=13, val=15
CONV1 [t=10755000]: ch=2, y=5, x=13, val=0
CONV1 [t=10755000]: ch=3, y=5, x=13, val=0
CONV1 [t=10755000]: ch=4, y=5, x=13, val=0
CONV1 [t=10755000]: ch=5, y=5, x=13, val=0
CONV1_PRE_RELU [t=10755000]: ch=0, y=5, x=13, val=-1
CONV1_PRE_RELU [t=10755000]: ch=1, y=5, x=13, val=31
CONV1_PRE_RELU [t=10755000]: ch=2, y=5, x=13, val=15
CONV1_PRE_RELU [t=10755000]: ch=3, y=5, x=13, val=31
CONV1_PRE_RELU [t=10755000]: ch=4, y=5, x=13, val=31
CONV1_PRE_RELU [t=10755000]: ch=5, y=5, x=13, val=47
POOL1 [t=10755000]: ch=0, y=2, x=5, val=0
POOL1 [t=10755000]: ch=1, y=2, x=5, val=0
POOL1 [t=10755000]: ch=2, y=2, x=5, val=0
POOL1 [t=10755000]: ch=3, y=2, x=5, val=0
POOL1 [t=10755000]: ch=4, y=2, x=5, val=0
POOL1 [t=10755000]: ch=5, y=2, x=5, val=0
CONV1 [t=10765000]: ch=0, y=5, x=14, val=15
CONV1 [t=10765000]: ch=1, y=5, x=14, val=31
CONV1 [t=10765000]: ch=2, y=5, x=14, val=0
CONV1 [t=10765000]: ch=3, y=5, x=14, val=15
CONV1 [t=10765000]: ch=4, y=5, x=14, val=0
CONV1 [t=10765000]: ch=5, y=5, x=14, val=15
CONV1_PRE_RELU [t=10765000]: ch=0, y=5, x=14, val=31
CONV1_PRE_RELU [t=10765000]: ch=1, y=5, x=14, val=15
CONV1_PRE_RELU [t=10765000]: ch=2, y=5, x=14, val=31
CONV1_PRE_RELU [t=10765000]: ch=3, y=5, x=14, val=15
CONV1_PRE_RELU [t=10765000]: ch=4, y=5, x=14, val=31
CONV1_PRE_RELU [t=10765000]: ch=5, y=5, x=14, val=15
CONV1 [t=10775000]: ch=0, y=5, x=15, val=0
CONV1 [t=10775000]: ch=1, y=5, x=15, val=31
CONV1 [t=10775000]: ch=2, y=5, x=15, val=15
CONV1 [t=10775000]: ch=3, y=5, x=15, val=31
CONV1 [t=10775000]: ch=4, y=5, x=15, val=31
CONV1 [t=10775000]: ch=5, y=5, x=15, val=47
CONV1_PRE_RELU [t=10775000]: ch=0, y=5, x=15, val=31
CONV1_PRE_RELU [t=10775000]: ch=1, y=5, x=15, val=-1
CONV1_PRE_RELU [t=10775000]: ch=2, y=5, x=15, val=31
CONV1_PRE_RELU [t=10775000]: ch=3, y=5, x=15, val=31
CONV1_PRE_RELU [t=10775000]: ch=4, y=5, x=15, val=-1
CONV1_PRE_RELU [t=10775000]: ch=5, y=5, x=15, val=-1
POOL1 [t=10775000]: ch=0, y=2, x=6, val=15
POOL1 [t=10775000]: ch=1, y=2, x=6, val=15
POOL1 [t=10775000]: ch=2, y=2, x=6, val=15
POOL1 [t=10775000]: ch=3, y=2, x=6, val=15
POOL1 [t=10775000]: ch=4, y=2, x=6, val=15
POOL1 [t=10775000]: ch=5, y=2, x=6, val=15
CONV1 [t=10785000]: ch=0, y=5, x=16, val=31
CONV1 [t=10785000]: ch=1, y=5, x=16, val=15
CONV1 [t=10785000]: ch=2, y=5, x=16, val=31
CONV1 [t=10785000]: ch=3, y=5, x=16, val=15
CONV1 [t=10785000]: ch=4, y=5, x=16, val=31
CONV1 [t=10785000]: ch=5, y=5, x=16, val=15
CONV1_PRE_RELU [t=10785000]: ch=0, y=5, x=16, val=-1
CONV1_PRE_RELU [t=10785000]: ch=1, y=5, x=16, val=15
CONV1_PRE_RELU [t=10785000]: ch=2, y=5, x=16, val=-1
CONV1_PRE_RELU [t=10785000]: ch=3, y=5, x=16, val=-1
CONV1_PRE_RELU [t=10785000]: ch=4, y=5, x=16, val=15
CONV1_PRE_RELU [t=10785000]: ch=5, y=5, x=16, val=15
CONV1 [t=10795000]: ch=0, y=5, x=17, val=31
CONV1 [t=10795000]: ch=1, y=5, x=17, val=0
CONV1 [t=10795000]: ch=2, y=5, x=17, val=31
CONV1 [t=10795000]: ch=3, y=5, x=17, val=31
CONV1 [t=10795000]: ch=4, y=5, x=17, val=0
CONV1 [t=10795000]: ch=5, y=5, x=17, val=0
CONV1_PRE_RELU [t=10795000]: ch=0, y=5, x=17, val=-1
CONV1_PRE_RELU [t=10795000]: ch=1, y=5, x=17, val=-1
CONV1_PRE_RELU [t=10795000]: ch=2, y=5, x=17, val=-1
CONV1_PRE_RELU [t=10795000]: ch=3, y=5, x=17, val=-1
CONV1_PRE_RELU [t=10795000]: ch=4, y=5, x=17, val=-1
CONV1_PRE_RELU [t=10795000]: ch=5, y=5, x=17, val=-1
POOL1 [t=10795000]: ch=0, y=2, x=7, val=31
POOL1 [t=10795000]: ch=1, y=2, x=7, val=31
POOL1 [t=10795000]: ch=2, y=2, x=7, val=31
POOL1 [t=10795000]: ch=3, y=2, x=7, val=47
POOL1 [t=10795000]: ch=4, y=2, x=7, val=31
POOL1 [t=10795000]: ch=5, y=2, x=7, val=47
CONV1 [t=10805000]: ch=0, y=5, x=18, val=0
CONV1 [t=10805000]: ch=1, y=5, x=18, val=15
CONV1 [t=10805000]: ch=2, y=5, x=18, val=0
CONV1 [t=10805000]: ch=3, y=5, x=18, val=0
CONV1 [t=10805000]: ch=4, y=5, x=18, val=15
CONV1 [t=10805000]: ch=5, y=5, x=18, val=15
CONV1_PRE_RELU [t=10805000]: ch=0, y=5, x=18, val=-1
CONV1_PRE_RELU [t=10805000]: ch=1, y=5, x=18, val=-1
CONV1_PRE_RELU [t=10805000]: ch=2, y=5, x=18, val=-1
CONV1_PRE_RELU [t=10805000]: ch=3, y=5, x=18, val=-1
CONV1_PRE_RELU [t=10805000]: ch=4, y=5, x=18, val=-1
CONV1_PRE_RELU [t=10805000]: ch=5, y=5, x=18, val=-1
CONV1 [t=10815000]: ch=0, y=5, x=19, val=0
CONV1 [t=10815000]: ch=1, y=5, x=19, val=0
CONV1 [t=10815000]: ch=2, y=5, x=19, val=0
CONV1 [t=10815000]: ch=3, y=5, x=19, val=0
CONV1 [t=10815000]: ch=4, y=5, x=19, val=0
CONV1 [t=10815000]: ch=5, y=5, x=19, val=0
CONV1_PRE_RELU [t=10815000]: ch=0, y=5, x=19, val=-1
CONV1_PRE_RELU [t=10815000]: ch=1, y=5, x=19, val=-1
CONV1_PRE_RELU [t=10815000]: ch=2, y=5, x=19, val=-1
CONV1_PRE_RELU [t=10815000]: ch=3, y=5, x=19, val=-1
CONV1_PRE_RELU [t=10815000]: ch=4, y=5, x=19, val=-1
CONV1_PRE_RELU [t=10815000]: ch=5, y=5, x=19, val=-1
POOL1 [t=10815000]: ch=0, y=2, x=8, val=31
POOL1 [t=10815000]: ch=1, y=2, x=8, val=31
POOL1 [t=10815000]: ch=2, y=2, x=8, val=31
POOL1 [t=10815000]: ch=3, y=2, x=8, val=31
POOL1 [t=10815000]: ch=4, y=2, x=8, val=47
POOL1 [t=10815000]: ch=5, y=2, x=8, val=31
CONV1 [t=10825000]: ch=0, y=5, x=20, val=0
CONV1 [t=10825000]: ch=1, y=5, x=20, val=0
CONV1 [t=10825000]: ch=2, y=5, x=20, val=0
CONV1 [t=10825000]: ch=3, y=5, x=20, val=0
CONV1 [t=10825000]: ch=4, y=5, x=20, val=0
CONV1 [t=10825000]: ch=5, y=5, x=20, val=0
CONV1_PRE_RELU [t=10825000]: ch=0, y=5, x=20, val=-1
CONV1_PRE_RELU [t=10825000]: ch=1, y=5, x=20, val=-1
CONV1_PRE_RELU [t=10825000]: ch=2, y=5, x=20, val=-1
CONV1_PRE_RELU [t=10825000]: ch=3, y=5, x=20, val=-1
CONV1_PRE_RELU [t=10825000]: ch=4, y=5, x=20, val=-1
CONV1_PRE_RELU [t=10825000]: ch=5, y=5, x=20, val=-1
CONV1 [t=10835000]: ch=0, y=5, x=21, val=0
CONV1 [t=10835000]: ch=1, y=5, x=21, val=0
CONV1 [t=10835000]: ch=2, y=5, x=21, val=0
CONV1 [t=10835000]: ch=3, y=5, x=21, val=0
CONV1 [t=10835000]: ch=4, y=5, x=21, val=0
CONV1 [t=10835000]: ch=5, y=5, x=21, val=0
CONV1_PRE_RELU [t=10835000]: ch=0, y=5, x=21, val=-1
CONV1_PRE_RELU [t=10835000]: ch=1, y=5, x=21, val=-1
CONV1_PRE_RELU [t=10835000]: ch=2, y=5, x=21, val=-1
CONV1_PRE_RELU [t=10835000]: ch=3, y=5, x=21, val=-1
